Champion,Region,Rank,Tier,Summoner
Anivia,NA,58,Diamond 2,anime cat girls
Anivia,NA,59,Diamond 2,Caisemeirin
Anivia,NA,60,Diamond 2,twistedfate1
Anivia,NA,61,Diamond 1,fellow rustacean
Anivia,NA,62,Master,Jukester
Anivia,NA,63,Master,Mid Chicken
Anivia,NA,64,Master,emoDinosaur
Anivia,NA,65,Diamond 1,0 0
Anivia,NA,66,Diamond 2,WelcomeToCostco
Anivia,NA,67,Diamond 2,GoldenGil7
Anivia,NA,68,Diamond 2,joosin
Anivia,NA,69,Diamond 2,poopy3
Anivia,NA,70,Diamond 2,TTvGangstaEnigma
Anivia,NA,71,Diamond 2,Matmos
Anivia,NA,72,Diamond 2,Smelting Moons
Anivia,NA,73,Master,winnerichard
Anivia,NA,74,Diamond 2,Pior
Anivia,NA,75,Diamond 2,ßird
Anivia,NA,76,Master,TommyTheRaider
Anivia,NA,77,Master,Nespi
Anivia,NA,78,Diamond 2,LegendaryBean32
Anivia,NA,79,Master,Frostphase
Anivia,NA,80,Diamond 1,I love FFXIV
Anivia,NA,81,Diamond 2,sl1mSHADY
Anivia,NA,82,Master,Dunzy
Anivia,NA,83,Master,12 Pouces Mou
Anivia,NA,84,Diamond 2,Sørrymaker
Anivia,NA,85,Diamond 2,Mid Lane Anivia
Anivia,NA,86,Diamond 2,Brother Miller
Anivia,NA,87,Diamond 2,Yassin
Anivia,NA,88,Master,Autumn
Anivia,NA,89,Diamond 2,RaulMonoAnivia
Anivia,NA,90,Diamond 1,SuperDuperLard
Anivia,NA,91,Master,Two Beginnings
Anivia,NA,92,Diamond 2,LieutenantZa
Anivia,NA,93,Master,Mai
Anivia,NA,94,Diamond 1,Lamboyant
Anivia,NA,95,Diamond 1,tpmqueb
Anivia,NA,96,Diamond 2,apaperbird
Anivia,NA,97,Master,The Only Hope
Anivia,NA,98,Diamond 2,eewqewq
Anivia,NA,99,Master,Baboom
Anivia,NA,100,Diamond 1,celly
Annie,NA,1,Grandmaster,Talon7
Annie,NA,2,Challenger,4 Stars
Annie,NA,3,Grandmaster,BLOODY
Annie,NA,4,Diamond 2,tequa
Annie,NA,5,Grandmaster,TurkishKebaby
Annie,NA,6,Master,BIBI Kami
Annie,NA,7,Master,睡不了一点
Annie,NA,8,Master,DDWN
Annie,NA,9,Master,bigqi
Annie,NA,10,Master,Ebb n floe
Annie,NA,11,Master,iybc9o2q
Annie,NA,12,Grandmaster,爱撅嘴嘴的小甜妹
Annie,NA,13,Master,sxqztz
Annie,NA,14,Diamond 1,J Kit
Annie,NA,15,Master,dawson
Annie,NA,16,Master,Stale Bagel
Annie,NA,17,Master,Summoner
Annie,NA,18,Master,wheel of fate
Annie,NA,19,Diamond 2,Known
Annie,NA,20,Master,井中月
Annie,NA,21,Master,KTiny
Annie,NA,22,Master,Ur Uncle Sam
Annie,NA,23,Master,Punjabi Munda
Annie,NA,24,Master,Tetris
Annie,NA,25,Master,honerthename
Annie,NA,26,Master,Kerolyn
Annie,NA,27,Master,小笼包
Annie,NA,28,Master,Fly To High
Annie,NA,29,Diamond 1,Alonsoo
Annie,NA,30,Diamond 1,抓我死妈
Annie,NA,31,Diamond 2,NO TAX TERRY
Annie,NA,32,Master,TruE Elysia
Annie,NA,33,Master,PINGME15OPEN
Annie,NA,34,Master,vulture
Annie,NA,35,Master,NEO PERREO
Annie,NA,36,Master,Zekken Yuuki
Annie,NA,37,Master,Pudding 0v0
Annie,NA,38,Diamond 2,Pinaa
Annie,NA,39,Diamond 2,Shaco
Annie,NA,40,Diamond 2,Kiyanavi
Annie,NA,41,Diamond 2,SalmonellaPapi
Annie,NA,42,Diamond 2,night of saber
Annie,NA,43,Master,Fokko the Furry
Annie,NA,44,Master,viper3
Annie,NA,45,Master,DPS Support
Annie,NA,46,Master,HolyCarrot
Annie,NA,47,Diamond 2,Muhroom coffin
Annie,NA,48,Diamond 2,Junity
Annie,NA,49,Master,Nirun
Annie,NA,50,Diamond 2,FarmVilles
Annie,NA,51,Diamond 2,RockRobbin
Annie,NA,52,Diamond 2,Ncis
Annie,NA,53,Diamond 2,LIL NIKKA
Annie,NA,54,Diamond 2,Van TeamWang
Annie,NA,55,Diamond 1,Revelstokes
Annie,NA,56,Diamond 2,Namflow
Annie,NA,57,Master,DiVE
Annie,NA,58,Master,SeizeYou
Annie,NA,59,Master,Aspect of Orion
Annie,NA,60,Diamond 1,0113RW
Annie,NA,61,Master,不简灯笼我自豪
Annie,NA,62,Diamond 2,Iced Jasmine Tea
Annie,NA,63,Diamond 2,智慧喵
Annie,NA,64,Diamond 2,Akito
Annie,NA,65,Diamond 2,Cherry BoBo
Annie,NA,66,Diamond 1,Zearth
Annie,NA,67,Diamond 1,Made In ChengDu
Annie,NA,68,Diamond 2,Le Cμm monster
Annie,NA,69,Diamond 2,KingPlutoIX
Annie,NA,70,Diamond 2,qeqwqrqeqqaa
Annie,NA,71,Diamond 2,喜劇演員
Annie,NA,72,Diamond 2,XXmineadamXX
Annie,NA,73,Diamond 2,StrangerToYSUP
Annie,NA,74,Diamond 2,GHF Deraj
Annie,NA,75,Diamond 2,Tizerak
Annie,NA,76,Diamond 2,Hermitsu
Annie,NA,77,Diamond 1,G2 Miyu
Annie,NA,78,Diamond 2,ripasher
Annie,NA,79,Diamond 2,Lentessent
Annie,NA,80,Diamond 2,i have an iud
Annie,NA,81,Diamond 1,mango
Annie,NA,82,Diamond 1,Garty
Annie,NA,83,Master,One Pulse
Annie,NA,84,Diamond 1,1C3P
Annie,NA,85,Diamond 2,cutting corners
Annie,NA,86,Diamond 2,korenaz
Annie,NA,87,Diamond 2,theboxok
Annie,NA,88,Diamond 2,Moonborne
Annie,NA,89,Diamond 2,Goodoldnoname
Annie,NA,90,Diamond 2,cashly
Annie,NA,91,Diamond 2,Elnath
Annie,NA,92,Diamond 2,Vantu
Annie,NA,93,Diamond 2,Mouscop
Annie,NA,94,Diamond 2,bonk
Annie,NA,95,Diamond 2,Gleongriello
Annie,NA,96,Master,Daraxus
Annie,NA,97,Diamond 2,nightblack
Annie,NA,98,Diamond 2,Youlp
Annie,NA,99,Diamond 2,Frieren
Annie,NA,100,Diamond 2,Yubashiri
Aphelios,NA,1,Challenger,Inoriboob
Aphelios,NA,2,Challenger,wixxi
Aphelios,NA,3,Challenger,links
Aphelios,NA,4,Challenger,Minuilol
Aphelios,NA,5,Challenger,ben1
Aphelios,NA,6,Challenger,Dragoon
Aphelios,NA,7,Grandmaster,30-Sep
Aphelios,NA,8,Grandmaster,Dual
Aphelios,NA,9,Grandmaster,MasterMonkeyNA
Aphelios,NA,10,Grandmaster,tenchiken
Aphelios,NA,11,Challenger,features
Aphelios,NA,12,Grandmaster,333 Matias
Aphelios,NA,13,Grandmaster,D K
Aphelios,NA,14,Grandmaster,OutRushed
Aphelios,NA,15,Grandmaster,Prismal
Aphelios,NA,16,Grandmaster,BLOODY
Aphelios,NA,17,Grandmaster,SageWabe
Aphelios,NA,18,Grandmaster,Pýnt
Aphelios,NA,19,Master,Nazuna Nanakusa
Aphelios,NA,20,Master,Hakai
Aphelios,NA,21,Grandmaster,nmttrwht
Aphelios,NA,22,Grandmaster,IdolLoL
Aphelios,NA,23,Master,黑色柳丁
Aphelios,NA,24,Master,GEPPETTOS PUPPET
Aphelios,NA,25,Master,Shezhomasy
Aphelios,NA,26,Master,adc s6
Aphelios,NA,27,Master,Dan Xiao Gu
Aphelios,NA,28,Challenger,rovex
Aphelios,NA,29,Master,CR hoooing
Aphelios,NA,30,Master,Lûnar
Aphelios,NA,31,Master,reui
Aphelios,NA,32,Master,ttv hidden4ever
Aphelios,NA,33,Master,yumichi
Aphelios,NA,34,Grandmaster,Paragon
Aphelios,NA,35,Challenger,你の前男友
Aphelios,NA,36,Master,Wraith
Aphelios,NA,37,Grandmaster,lens00
Aphelios,NA,38,Master,FalteringHope
Aphelios,NA,39,Grandmaster,AD Sin
Aphelios,NA,40,Master,Jordycow
Aphelios,NA,41,Grandmaster,Scvchau
Aphelios,NA,42,Master,er ber ter
Aphelios,NA,43,Master,2408
Aphelios,NA,44,Master,KT BeryL
Aphelios,NA,45,Grandmaster,rain
Aphelios,NA,46,Master,Minoo
Aphelios,NA,47,Master,Link
Aphelios,NA,48,Grandmaster,Kongzhi
Aphelios,NA,49,Master,cats 1over
Aphelios,NA,50,Master,Airren
Aphelios,NA,51,Master,Kalina
Aphelios,NA,52,Master,L810JSFlo
Aphelios,NA,53,Master,waf
Aphelios,NA,54,Master,David Turley
Aphelios,NA,55,Master,ArgyleBurnsy
Aphelios,NA,56,Master,Kyorez
Aphelios,NA,57,Master,Rahman Noodles
Aphelios,NA,58,Master,AJOSU
Aphelios,NA,59,Master,Þíg
Aphelios,NA,60,Master,Geiger
Aphelios,NA,61,Master,Auto
Aphelios,NA,62,Master,citenG
Aphelios,NA,63,Master,Jokur
Aphelios,NA,64,Master,Brochu
Aphelios,NA,65,Master,Ina
Aphelios,NA,66,Master,8LS Tx
Aphelios,NA,67,Diamond 1,PhD Jungelios
Aphelios,NA,68,Master,Playtoy
Aphelios,NA,69,Master,Jacman99
Aphelios,NA,70,Master,The Humph
Aphelios,NA,71,Master,Le Jejuu
Aphelios,NA,72,Master,VERITATIS
Aphelios,NA,73,Grandmaster,Djinn
Aphelios,NA,74,Diamond 1,mushtafa
Aphelios,NA,75,Master,Hive Prince
Aphelios,NA,76,Master,Dread
Aphelios,NA,77,Master,The Fauhst
Aphelios,NA,78,Master,Sneaky
Aphelios,NA,79,Master,Stwibss
Aphelios,NA,80,Master,Ínfernum
Aphelios,NA,81,Master,AD Sin
Aphelios,NA,82,Diamond 1,Stabsie
Aphelios,NA,83,Master,chair132
Aphelios,NA,84,Master,Docdeauna
Aphelios,NA,85,Master,jin
Aphelios,NA,86,Master,4PF Ace
Aphelios,NA,87,Diamond 2,执子之手与子偕老
Aphelios,NA,88,Master,sahori
Aphelios,NA,89,Master,Ecklipser
Aphelios,NA,90,Grandmaster,Standby
Aphelios,NA,91,Master,Selfmáde
Aphelios,NA,92,Diamond 1,lIllIllllIl
Aphelios,NA,93,Master,Broobs26
Aphelios,NA,94,Diamond 2,tempqatzya123
Aphelios,NA,95,Diamond 2,Maguyusi
Aphelios,NA,96,Master,Gustav Elijah
Aphelios,NA,97,Master,Bot
Aphelios,NA,98,Master,Zeplin
Aphelios,NA,99,Master,LoMo
Aphelios,NA,100,Master,GumbaGod
Ashe,NA,1,Challenger,Bio Teacher
Ashe,NA,2,Challenger,Isles3
Ashe,NA,3,Challenger,我不知道这意味着什么
Ashe,NA,4,Challenger,suffix
Ashe,NA,5,Challenger,Benhart
Ashe,NA,6,Grandmaster,Maronite
Ashe,NA,7,Challenger,enryu
Ashe,NA,8,Grandmaster,big dacko
Ashe,NA,9,Challenger,TL Honda CoreJJ
Ashe,NA,10,Challenger,Zep
Ashe,NA,11,Master,Sneaky Chickenz
Ashe,NA,12,Challenger,Inoriboob
Ashe,NA,13,Grandmaster,9401
Ashe,NA,14,Challenger,SalmonTugboat41
Ashe,NA,15,Grandmaster,Kongzhi
Ashe,NA,16,Challenger,Zev
Ashe,NA,17,Master,DieCryLaugh
Ashe,NA,18,Challenger,Daption
Ashe,NA,19,Grandmaster,D K
Ashe,NA,20,Challenger,elesis
Ashe,NA,21,Grandmaster,Pure9
Ashe,NA,22,Challenger,Hub1012345
Ashe,NA,23,Challenger,Neøø
Ashe,NA,24,Grandmaster,Happy Game
Ashe,NA,25,Grandmaster,Scvchau
Ashe,NA,26,Challenger,waste it on me
Ashe,NA,27,Grandmaster,30-Sep
Ashe,NA,28,Challenger,Kuderic
Ashe,NA,29,Grandmaster,IdolLoL
Ashe,NA,30,Challenger,abstention
Ashe,NA,31,Challenger,links
Ashe,NA,32,Challenger,nonstopping
Ashe,NA,33,Grandmaster,Prismal
Ashe,NA,34,Grandmaster,nvhai
Ashe,NA,35,Challenger,Tomo
Ashe,NA,36,Challenger,Shogo
Ashe,NA,37,Master,Hakai
Ashe,NA,38,Grandmaster,Draven baka
Ashe,NA,39,Master,Winking
Ashe,NA,40,Grandmaster,Pýnt
Ashe,NA,41,Grandmaster,Marksboy
Ashe,NA,42,Challenger,Ethiridis
Ashe,NA,43,Master,hannibal
Ashe,NA,44,Grandmaster,soonchang
Ashe,NA,45,Master,A Lie Is
Ashe,NA,46,Grandmaster,Nimdle
Ashe,NA,47,Grandmaster,ikeai
Ashe,NA,48,Grandmaster,yns
Ashe,NA,49,Grandmaster,AMT
Ashe,NA,50,Master,Caynze
Ashe,NA,51,Master,ı am
Ashe,NA,52,Master,Tofu
Ashe,NA,53,Challenger,Abedz
Ashe,NA,54,Grandmaster,YoojungHukiriLee
Ashe,NA,55,Master,Spirit and Time
Ashe,NA,56,Master,Kenny4eva
Ashe,NA,57,Master,Summoners Code
Ashe,NA,58,Master,TyChee
Ashe,NA,59,Grandmaster,happy
Ashe,NA,60,Grandmaster,Dragonmin
Ashe,NA,61,Grandmaster,Alune
Ashe,NA,62,Master,Chainsaw
Ashe,NA,63,Master,RealPants
Ashe,NA,64,Master,Rain
Ashe,NA,65,Master,ghoul
Ashe,NA,66,Master,Get Brained On
Ashe,NA,67,Grandmaster,拥抱早已悄悄冷却
Ashe,NA,68,Grandmaster,CR Near
Ashe,NA,69,Master,Cidez
Ashe,NA,70,Challenger,ben1
Ashe,NA,71,Master,Mrotaku
Ashe,NA,72,Grandmaster,Jayce Joon Lee
Ashe,NA,73,Challenger,TR1LL
Ashe,NA,74,Master,Andy
Ashe,NA,75,Master,Rést In Peace
Ashe,NA,76,Master,Mister Wubz
Ashe,NA,77,Master,Fent
Ashe,NA,78,Grandmaster,Nillers
Ashe,NA,79,Grandmaster,Disconnector
Ashe,NA,80,Master,TornadoWatch
Ashe,NA,81,Grandmaster,yomama0117
Ashe,NA,82,Master,LargeDonut
Ashe,NA,83,Master,Jisoo Fanboy
Ashe,NA,84,Master,Cowboy
Ashe,NA,85,Grandmaster,Nausicaaaa
Ashe,NA,86,Challenger,THROW       LORD
Ashe,NA,87,Master,Seal
Ashe,NA,88,Master,Li Chuan an
Ashe,NA,89,Grandmaster,Phuji
Ashe,NA,90,Grandmaster,XinNianXingDaYun
Ashe,NA,91,Master,Curas
Ashe,NA,92,Master,oppa
Ashe,NA,93,Master,TSB Phusing
Ashe,NA,94,Grandmaster,333 Matias
Ashe,NA,95,Master,Gorhini
Ashe,NA,96,Grandmaster,buddy
Ashe,NA,97,Grandmaster,Djinn
Ashe,NA,98,Master,King Duck
Ashe,NA,99,Challenger,imp
Ashe,NA,100,Master,freddy
Aurelion Sol,NA,1,Master,Avatar Nick
Aurelion Sol,NA,2,Grandmaster,UnControlled
Aurelion Sol,NA,3,Challenger,Ariendel
Aurelion Sol,NA,4,Master,KingCobra
Aurelion Sol,NA,5,Master,sukuna
Aurelion Sol,NA,6,Challenger,lG Roookie
Aurelion Sol,NA,7,Master,Isolde
Aurelion Sol,NA,8,Master,niu bi lin
Aurelion Sol,NA,9,Master,Supercow4763
Aurelion Sol,NA,10,Master,Gem Fetish
Aurelion Sol,NA,11,Master,plex
Aurelion Sol,NA,12,Master,pikmin player
Aurelion Sol,NA,13,Master,TrainingBot01
Aurelion Sol,NA,14,Master,Becky Destroyer
Aurelion Sol,NA,15,Master,TheBluePug
Aurelion Sol,NA,16,Master,Captn Savior
Aurelion Sol,NA,17,Grandmaster,wnqylzhl
Aurelion Sol,NA,18,Master,Only Ban Lulu
Aurelion Sol,NA,19,Master,AnAfroDragon
Aurelion Sol,NA,20,Diamond 1,softcox
Aurelion Sol,NA,21,Master,LetMeDoItForYou
Aurelion Sol,NA,22,Master,Hmph Tragic
Aurelion Sol,NA,23,Master,Sera
Aurelion Sol,NA,24,Master,LA DIYISHENQING
Aurelion Sol,NA,25,Master,Skies Descend
Aurelion Sol,NA,26,Diamond 1,Banana Tiger
Aurelion Sol,NA,27,Master,Schoon
Aurelion Sol,NA,28,Diamond 1,Space Excalibur
Aurelion Sol,NA,29,Master,Final Hour Vayne
Aurelion Sol,NA,30,Master,Trendy Mirror
Aurelion Sol,NA,31,Master,NERD CRUNCHER
Aurelion Sol,NA,32,Master,PhyMini
Aurelion Sol,NA,33,Master,Get Brained On
Aurelion Sol,NA,34,Master,Taco Limey
Aurelion Sol,NA,35,Master,daggo
Aurelion Sol,NA,36,Master,Roarke
Aurelion Sol,NA,37,Master,Vaunch
Aurelion Sol,NA,38,Master,Ontario Steve
Aurelion Sol,NA,39,Master,Shadow Xcalliber
Aurelion Sol,NA,40,Master,Knock Knock
Aurelion Sol,NA,41,Master,Chompi
Aurelion Sol,NA,42,Master,doggo
Aurelion Sol,NA,43,Master,Noubu
Aurelion Sol,NA,44,Master,Neitz
Aurelion Sol,NA,45,Master,indigo cylinder
Aurelion Sol,NA,46,Master,deokdam
Aurelion Sol,NA,47,Diamond 1,A Lost Sol
Aurelion Sol,NA,48,Master,Hide on bush
Aurelion Sol,NA,49,Master,ramen
Aurelion Sol,NA,50,Master,FILLrandomUB
Aurelion Sol,NA,51,Master,Jerbone
Aurelion Sol,NA,52,Master,K3Y
Aurelion Sol,NA,53,Master,Pinpong Dindong
Aurelion Sol,NA,54,Diamond 2,WERQhold
Aurelion Sol,NA,55,Diamond 1,Went
Aurelion Sol,NA,56,Diamond 2,Mavell
Aurelion Sol,NA,57,Master,Catssocks
Aurelion Sol,NA,58,Master,QMarkQ
Aurelion Sol,NA,59,Master,Temerakzz
Aurelion Sol,NA,60,Diamond 2,DragonGoWHEEEEEE
Aurelion Sol,NA,61,Diamond 1,Galaxy Unknown
Aurelion Sol,NA,62,Diamond 2,MicksCho
Aurelion Sol,NA,63,Master,Sensational
Aurelion Sol,NA,64,Diamond 2,Magician
Aurelion Sol,NA,65,Master,Taco
Aurelion Sol,NA,66,Diamond 2,Jeong 1 Jihoon
Aurelion Sol,NA,67,Master,5up
Aurelion Sol,NA,68,Master,Alberta Steve
Aurelion Sol,NA,69,Master,WishyWashy
Aurelion Sol,NA,70,Diamond 2,You my Snack
Aurelion Sol,NA,71,Master,妹控番長
Aurelion Sol,NA,72,Diamond 2,spicy tomatoo
Aurelion Sol,NA,73,Diamond 2,SpeedyKayak
Aurelion Sol,NA,74,Master,Bonkerz
Aurelion Sol,NA,75,Diamond 2,The Young Falco
Aurelion Sol,NA,76,Master,bad dragon
Aurelion Sol,NA,77,Diamond 1,Aggro Drago
Aurelion Sol,NA,78,Master,sinkwater91
Aurelion Sol,NA,79,Diamond 1,ARAM TROLL
Aurelion Sol,NA,80,Diamond 2,meow
Aurelion Sol,NA,81,Master,CCarrot
Aurelion Sol,NA,82,Master,Red Ninja
Aurelion Sol,NA,83,Master,LifeWater
Aurelion Sol,NA,84,Master,YGQ
Aurelion Sol,NA,85,Master,69My name is Van
Aurelion Sol,NA,86,Master,Bang Duck
Aurelion Sol,NA,87,Diamond 2,ISRAELIFIGHTER
Aurelion Sol,NA,88,Diamond 1,kangyoungwook
Aurelion Sol,NA,89,Master,Ilynav
Aurelion Sol,NA,90,Master,QIYANABACKSHOTS
Aurelion Sol,NA,91,Master,KingTom363
Aurelion Sol,NA,92,Diamond 1,singed
Aurelion Sol,NA,93,Master,WNam
Aurelion Sol,NA,94,Diamond 2,Claud3 vn Riegan
Aurelion Sol,NA,95,Master,MeanDean
Aurelion Sol,NA,96,Master,T4NG
Aurelion Sol,NA,97,Master,Xhaerin
Aurelion Sol,NA,98,Diamond 1,Her Sweetie Pie
Aurelion Sol,NA,99,Master,Hwei
Aurelion Sol,NA,100,Master,NotForFun2020
Azir,NA,1,Challenger,Kzykendy
Azir,NA,2,Grandmaster,riversided
Azir,NA,3,Master,ThereTheir
Azir,NA,4,Challenger,A Frozen Titan
Azir,NA,5,Challenger,Dark Wingdom
Azir,NA,6,Grandmaster,Cotogod
Azir,NA,7,Master,ThëBeesKnees
Azir,NA,8,Grandmaster,Pobelter
Azir,NA,9,Grandmaster,FATED VILLAIN
Azir,NA,10,Grandmaster,TyenoX
Azir,NA,11,Grandmaster,AlphaWolffy
Azir,NA,12,Challenger,tr1ckst3r
Azir,NA,13,Grandmaster,RobbyBob
Azir,NA,14,Grandmaster,ttvToastyalexlol
Azir,NA,15,Grandmaster,CotoKing
Azir,NA,16,Master,Linebacker420
Azir,NA,17,Master,We Met On Grindr
Azir,NA,18,Grandmaster,ck286
Azir,NA,19,Master,Kierce
Azir,NA,20,Master,TTV Apexidy
Azir,NA,21,Master,Chilbert Dong
Azir,NA,22,Master,14mbition
Azir,NA,23,Master,Yayoute
Azir,NA,24,Challenger,카 츄
Azir,NA,25,Master,Hoptech
Azir,NA,26,Master,Alekseyy
Azir,NA,27,Challenger,TR1LL
Azir,NA,28,Master,Flex
Azir,NA,29,Master,VÂNQUISH
Azir,NA,30,Grandmaster,Cinnamon Bread
Azir,NA,31,Master,Ø RaGooNa
Azir,NA,32,Master,Redland123
Azir,NA,33,Master,ThereForGraceIgo
Azir,NA,34,Master,cannedmeat025
Azir,NA,35,Grandmaster,Jænsen
Azir,NA,36,Master,MsTeemo
Azir,NA,37,Master,CaillouX
Azir,NA,38,Master,Ocean of Sand
Azir,NA,39,Master,ßırb
Azir,NA,40,Master,The Emperõr
Azir,NA,41,Grandmaster,nmttrwht
Azir,NA,42,Master,Joeykarate
Azir,NA,43,Master,ButtaBrain
Azir,NA,44,Master,Killjoyful
Azir,NA,45,Master,listen more
Azir,NA,46,Grandmaster,Icy
Azir,NA,47,Master,戦場ヶ原ひたぎ
Azir,NA,48,Master,Capulet
Azir,NA,49,Diamond 1,Fulls
Azir,NA,50,Grandmaster,Senjougahara
Azir,NA,51,Grandmaster,DONTSIDE
Azir,NA,52,Grandmaster,IIIIIIIIIIII
Azir,NA,53,Master,yuntaozh
Azir,NA,54,Diamond 1,bklover43
Azir,NA,55,Master,Kensoon
Azir,NA,56,Master,WoShiYinZei
Azir,NA,57,Master,rain jump
Azir,NA,58,Master,Pops
Azir,NA,59,Diamond 1,maaki
Azir,NA,60,Master,ByeSira
Azir,NA,61,Master,Rizarry
Azir,NA,62,Master,SIKDot
Azir,NA,63,Diamond 1,Ø ByeSira
Azir,NA,64,Master,Vocare
Azir,NA,65,Master,Defstruction
Azir,NA,66,Master,HolyCarrot
Azir,NA,67,Diamond 2,1 800 Shurima
Azir,NA,68,Master,Medger 1
Azir,NA,69,Master,6ft 6 gigachad
Azir,NA,70,Master,Ping is Skill
Azir,NA,71,Master,Idonotget
Azir,NA,72,Master,Kaiser Karry
Azir,NA,73,Diamond 1,BodyDaLikeButton
Azir,NA,74,Diamond 1,Azir Can Masters
Azir,NA,75,Master,LSTarzanedDantes
Azir,NA,76,Master,5up
Azir,NA,77,Master,Flow
Azir,NA,78,Diamond 2,WX BeesKnees3580
Azir,NA,79,Master,Gandalf
Azir,NA,80,Diamond 1,Pongan NewJeans
Azir,NA,81,Diamond 1,Reformed NaCl
Azir,NA,82,Diamond 2,Pìck
Azir,NA,83,Master,히요갓
Azir,NA,84,Master,Sasha
Azir,NA,85,Master,Kaïbä
Azir,NA,86,Master,blue solitude
Azir,NA,87,Diamond 1,Ser Wilfredo
Azir,NA,88,Master,way out
Azir,NA,89,Master,ktno
Azir,NA,90,Master,chao
Azir,NA,91,Master,Baker
Azir,NA,92,Master,Okayu
Azir,NA,93,Master,AzirudeSandstorm
Azir,NA,94,Diamond 2,bunken
Azir,NA,95,Master,Kai Bai Bo
Azir,NA,96,Master,USF Kanonbob
Azir,NA,97,Diamond 1,T1 Cynthia
Azir,NA,98,Diamond 2,SoullessGoose07
Azir,NA,99,Master,BBQchikn
Azir,NA,100,Master,TTVAaronSongTV
Bard,NA,1,Challenger,calvin
Bard,NA,2,Challenger,Isles3
Bard,NA,3,Challenger,FLY Busio
Bard,NA,4,Challenger,ebb
Bard,NA,5,Challenger,cosha
Bard,NA,6,Grandmaster,Memories
Bard,NA,7,Challenger,Diamond
Bard,NA,8,Challenger,VULCAN
Bard,NA,9,Challenger,Isles2
Bard,NA,10,Challenger,Isles1
Bard,NA,11,Grandmaster,KhaliDino
Bard,NA,12,Grandmaster,TheJakourt
Bard,NA,13,Master,Protofo
Bard,NA,14,Grandmaster,Cbootcy
Bard,NA,15,Master,Josh Giddey
Bard,NA,16,Grandmaster,XinNianXingDaYun
Bard,NA,17,Challenger,Boy Wonder
Bard,NA,18,Grandmaster,Eliasey
Bard,NA,19,Grandmaster,3uphoria
Bard,NA,20,Challenger,Neøø
Bard,NA,21,Grandmaster,EBBman
Bard,NA,22,Master,Z Score
Bard,NA,23,Grandmaster,Legendløl
Bard,NA,24,Master,Tyrrell
Bard,NA,25,Master,Debraj
Bard,NA,26,Master,Kriffi
Bard,NA,27,Grandmaster,free palestine
Bard,NA,28,Grandmaster,Junnypoo
Bard,NA,29,Challenger,TL Honda CoreJJ
Bard,NA,30,Master,twinkerbelle
Bard,NA,31,Challenger,Fel
Bard,NA,32,Master,Ponus
Bard,NA,33,Master,JT sup
Bard,NA,34,Grandmaster,rovex7
Bard,NA,35,Master,Jabba
Bard,NA,36,Master,Hawkster
Bard,NA,37,Grandmaster,barlo
Bard,NA,38,Grandmaster,alvinchangrocks
Bard,NA,39,Master,many bats
Bard,NA,40,Master,berger
Bard,NA,41,Grandmaster,Nausicaaaa
Bard,NA,42,Master,SH0NE
Bard,NA,43,Grandmaster,ping me now
Bard,NA,44,Master,XDlelXDteemoftw
Bard,NA,45,Grandmaster,4lias
Bard,NA,46,Grandmaster,310
Bard,NA,47,Challenger,InFlame Kub
Bard,NA,48,Master,Rizq
Bard,NA,49,Master,Donkey Hawaii
Bard,NA,50,Master,Ø Mamison
Bard,NA,51,Master,Walking
Bard,NA,52,Master,rkolde
Bard,NA,53,Grandmaster,twtv rocks908
Bard,NA,54,Master,Meeps
Bard,NA,55,Grandmaster,Gmandlife
Bard,NA,56,Grandmaster,AMT
Bard,NA,57,Master,Fierykev
Bard,NA,58,Master,Soulo
Bard,NA,59,Master,animal destroyer
Bard,NA,60,Master,bobrocks1
Bard,NA,61,Grandmaster,Gasparin
Bard,NA,62,Master,PVS
Bard,NA,63,Master,t d
Bard,NA,64,Master,TessNuY
Bard,NA,65,Master,MrMooseanator
Bard,NA,66,Master,itsKev
Bard,NA,67,Master,Kalamatata
Bard,NA,68,Master,zidas
Bard,NA,69,Master,SuperInspired
Bard,NA,70,Master,andinster
Bard,NA,71,Master,Achieve
Bard,NA,72,Master,Wazabiee
Bard,NA,73,Master,Kobs
Bard,NA,74,Master,woodinurpants
Bard,NA,75,Master,kerias bf
Bard,NA,76,Master,Skylor
Bard,NA,77,Master,KT BeryL
Bard,NA,78,Master,Jaggieman
Bard,NA,79,Master,xxivarG
Bard,NA,80,Master,SYDMO
Bard,NA,81,Diamond 1,TTV rocks908
Bard,NA,82,Master,marshmellow man
Bard,NA,83,Master,Professor Chaos
Bard,NA,84,Master,JoeJacko
Bard,NA,85,Master,Gringi
Bard,NA,86,Master,LePubis
Bard,NA,87,Master,ziggalicious
Bard,NA,88,Master,Majestic Poro
Bard,NA,89,Master,slicknick
Bard,NA,90,Master,bentucky
Bard,NA,91,Master,ReformedPlayer69
Bard,NA,92,Master,Bard Polar
Bard,NA,93,Master,Austin Long
Bard,NA,94,Grandmaster,Djinn
Bard,NA,95,Master,Midnight Wander
Bard,NA,96,Master,shadowwada
Bard,NA,97,Master,Twis
Bard,NA,98,Diamond 1,YNWA Bard
Bard,NA,99,Diamond 1,HUETTTT
Bard,NA,100,Master,Beefy McWhatnow
Bel'Veth,NA,1,Challenger,Amazo
Bel'Veth,NA,2,Challenger,爱伊莲恩
Bel'Veth,NA,3,Challenger,Yuu13
Bel'Veth,NA,4,Challenger,co1dco1d
Bel'Veth,NA,5,Challenger,Seattle
